Provider #,Site Name,State,Type (group),Type,City,County,Rural Status,Site Subcategory,# of Beds,.Hospital Locations,Latitude,Longitude
200031,CARY MEDICAL CENTER,ME,All Others,Short-Term Hospital,Caribou,Aroostook County,Yes,Short Term,65,Point,46.8795874,-68.00832021
200018,NORTHERN LIGHT A R GOULD HOSPITAL,ME,All Others,Short-Term Hospital,Presque Isle,Aroostook County,Yes,Short Term,89,Point,46.68402998,-68.00771998
200021,MID COAST HOSPITAL,ME,All Others,Short-Term Hospital,Brunswick,Cumberland County,Yes,Short Term,92,Point,43.90632719,-69.89018396
330215,"ROME MEMORIAL HOSPITAL, INC",NY,All Others,Short-Term Hospital,Rome,Oneida County,Yes,Short Term,144,Point,43.22924452,-75.44391339
330115,ONEIDA HEALTH,NY,All Others,Short-Term Hospital,Oneida,Madison County,Yes,Short Term,101,Point,43.07769539,-75.65412649
330033,CHENANGO MEMORIAL HOSPITAL,NY,All Others,Short-Term Hospital,Norwich,Chenango County,Yes,Short Term,58,Point,42.54121356,-75.52591288
330238,NICHOLAS H NOYES MEMORIAL HOSPITAL,NY,All Others,Short-Term Hospital,Dansville,Livingston County,Yes,Short Term,72,Point,42.55192865,-77.70011385
330235,AUBURN  COMMUNITY  HOSPITAL,NY,All Others,Short-Term Hospital,Auburn,Cayuga County,Yes,Short Term,99,Point,42.94144655,-76.56451157
330218,OSWEGO HOSPITAL,NY,All Others,Short-Term Hospital,Oswego,Oswego County,Yes,Short Term,132,Point,43.45396917,-76.51639642
330223,MASSENA HOSPITAL INC,NY,All Others,Short-Term Hospital,Massena,St. Lawrence County,Yes,Short Term,25,Point,44.93631042,-74.90790024
330084,ALICE HYDE MEDICAL CENTER,NY,All Others,Short-Term Hospital,Malone,Franklin County,Yes,Short Term,76,Point,44.83137,-74.28518996
330197,CANTON-POTSDAM HOSPITAL,NY,All Others,Short-Term Hospital,Potsdam,St. Lawrence County,Yes,Short Term,94,Point,44.67654103,-74.98258651
330079,ADIRONDACK MEDICAL CENTER - SARANAC LAKE,NY,All Others,Short-Term Hospital,Saranac Lake,Franklin County,Yes,Short Term,95,Point,44.33154999,-74.15014995
330250,THE UNIVERSITY OF VERMONT HEALTH NETWORK  - CHAMPL,NY,All Others,Short-Term Hospital,Plattsburgh,Clinton County,Yes,Short Term,300,Point,44.70101162,-73.46926181
330386,GARNET HEALTH  MEDICAL CENTER CATSKILLS - (CSK),NY,All Others,Short-Term Hospital,Harris,Sullivan County,Yes,Short Term,164,Point,41.71502001,-74.72300995
330229,"BROOKS-TLC HOSPITAL SYSTEM, INC",NY,All Others,Short-Term Hospital,Dunkirk,Chautauqua County,Yes,Short Term,65,Point,42.48016458,-79.33369172
330144,IRA DAVENPORT MEMORIAL HOSPITAL,NY,All Others,Short-Term Hospital,Bath,Steuben County,Yes,Short Term,66,Point,42.3733548,-77.27786769
330058,GENEVA GENERAL HOSPITAL,NY,All Others,Short-Term Hospital,Geneva,Ontario County,Yes,Short Term,132,Point,42.87626635,-76.98769206
330277,CORNING HOSPITAL,NY,All Others,Short-Term Hospital,Corning,Steuben County,Yes,Short Term,81,Point,42.1358392,-76.96979
330151,ST JAMES HOSPITAL,NY,All Others,Short-Term Hospital,Hornell,Steuben County,Yes,Short Term,157,Point,42.35661178,-77.66380278
330239,UPMC CHAUTAUQUA AT WCA,NY,All Others,Short-Term Hospital,Jamestown,Chautauqua County,Yes,Short Term,88,Point,42.0912823,-79.23255039
330103,OLEAN GENERAL HOSPITAL,NY,All Others,Short-Term Hospital,Olean,Cattaraugus County,Yes,Short Term,186,Point,42.09021395,-78.4266998
330047,ST MARY'S HEALTHCARE,NY,All Others,Short-Term Hospital,Amsterdam,Montgomery County,Yes,Short Term,149,Point,42.95457575,-74.21642591
330136,MARY IMOGENE BASSETT HOSPITAL,NY,All Others,Short-Term Hospital,Cooperstown,Otsego County,Yes,Short Term,180,Point,42.69525861,-74.92304441
330166,"WESTFIELD MEMORIAL HOSPITAL, INC",NY,All Others,Short-Term Hospital,Westfield,Chautauqua County,Yes,Short Term,4,Point,42.32855659,-79.56966299
330111,BERTRAND CHAFFEE HOSPITAL,NY,All Others,Short-Term Hospital,Springville,Erie County,Yes,Short Term,49,Point,42.51125698,-78.65892034
330175,GUTHRIE CORTLAND REGIONAL MEDICAL CENTER,NY,All Others,Short-Term Hospital,Cortland,Cortland County,Yes,Short Term,181,Point,42.60881018,-76.18723599
330008,WYOMING COUNTY COMMUNITY HOSPITAL,NY,All Others,Short-Term Hospital,Warsaw,Wyoming County,Yes,Short Term,62,Point,42.75345416,-78.13235008
330135,BON SECOURS COMMUNITY HOSPITAL,NY,All Others,Short-Term Hospital,Port Jervis,Orange County,Yes,Short Term,141,Point,41.36774594,-74.68209244
330073,UNITED MEMORIAL MEDICAL CENTER,NY,All Others,Short-Term Hospital,Batavia,Genesee County,Yes,Short Term,166,Point,43.00508141,-78.1765968
330211,CLAXTON-HEPBURN MEDICAL CENTER,NY,All Others,Short-Term Hospital,Ogdensburg,St. Lawrence County,Yes,Short Term,130,Point,44.69124876,-75.49929958
330276,NATHAN LITTAUER HOSPITAL,NY,All Others,Short-Term Hospital,Gloversville,Fulton County,Yes,Short Term,74,Point,43.06812099,-74.33084023
330094,COLUMBIA MEMORIAL HOSPITAL,NY,All Others,Short-Term Hospital,Hudson,Columbia County,Yes,Short Term,124,Point,42.24632341,-73.77780293
330049,NORTHERN DUTCHESS HOSPITAL,NY,All Others,Short-Term Hospital,Rhinebeck,Dutchess County,Yes,Short Term,68,Point,41.9355284,-73.91262601
330096,JONES MEMORIAL HOSPITAL,NY,All Others,Short-Term Hospital,Wellsville,Allegany County,Yes,Short Term,49,Point,42.12246127,-77.95079386
330085,AURELIA OSBORN FOX MEMORIAL HOSPITAL,NY,All Others,Short-Term Hospital,Oneonta,Otsego County,Yes,Short Term,60,Point,42.45784288,-75.05336515
310031,DEBORAH HEART AND LUNG CENTER,NJ,All Others,Short-Term Hospital,Browns Mills,Burlington County,Yes,Short Term,161,Point,39.9769445,-74.58595008
210030,UMD SHORE MEDICAL CTR AT CHESTERTOWN,MD,All Others,Short-Term Hospital,Chestertown,Kent County,Yes,Short Term,64,Point,39.21689389,-76.06453364
210037,UNIVERSITY OF MD SHORE MEDICAL CENTER AT EASTON,MD,All Others,Short-Term Hospital,Easton,Talbot County,Yes,Short Term,189,Point,38.76962971,-76.07585063
210017,GARRETT REGIONAL MEDICAL CENTER,MD,All Others,Short-Term Hospital,Oakland,Garrett County,Yes,Short Term,33,Point,39.41426692,-79.40185695
210061,ATLANTIC GENERAL HOSPITAL,MD,All Others,Short-Term Hospital,Berlin,Worcester County,Yes,Short Term,48,Point,38.33973288,-75.21202066
510093,MON HEALTH MARION,WV,All Others,Short-Term Hospital,Fairmont,Marion County,Yes,Short Term,10,Point,39.42762481,-80.1923717
510038,STONEWALL JACKSON MEMORIAL HOSPITAL,WV,All Others,Short-Term Hospital,Weston,Lewis County,Yes,Short Term,70,Point,39.0472482,-80.49218372
510048,LOGAN REGIONAL MEDICAL CENTER,WV,All Others,Short-Term Hospital,Logan,Logan County,Yes,Short Term,140,Point,37.84680286,-81.99555892
510012,"PLEASANT VALLEY HOSPITAL, INC",WV,All Others,Short-Term Hospital,Point Pleasant,Mason County,Yes,Short Term,201,Point,38.86863692,-82.12334851
510030,DAVIS MEDICAL CENTER,WV,All Others,Short-Term Hospital,Elkins,Randolph County,Yes,Short Term,90,Point,38.928453,-79.8524273
510002,GREENBRIER VALLEY MEDICAL CENTER,WV,All Others,Short-Term Hospital,Ronceverte,Greenbrier County,Yes,Short Term,122,Point,37.77259709,-80.46867659
510046,PRINCETON COMMUNITY HOSPITAL,WV,All Others,Short-Term Hospital,Princeton,Mercer County,Yes,Short Term,267,Point,37.36253364,-81.11284404
490019,UVA CULPEPER MEDICAL CENTER,VA,All Others,Short-Term Hospital,Culpeper,Culpeper County,Yes,Short Term,70,Point,38.45548047,-78.01191579
490013,SENTARA HALIFAX REGIONAL HOSPITAL,VA,All Others,Short-Term Hospital,South Boston,Halifax County,Yes,Short Term,192,Point,36.7127556,-78.91288044
490098,COMMUNITY MEMORIAL HOSPITAL,VA,All Others,Short-Term Hospital,South Hill,Mecklenburg County,Yes,Short Term,70,Point,36.75064901,-78.105689
490037,RIVERSIDE SHORE MEMORIAL HOSPITAL,VA,All Others,Short-Term Hospital,Onancock,Accomack County,Yes,Short Term,52,Point,37.69737299,-75.72325699
490075,SOVAH HEALTH DANVILLE,VA,All Others,Short-Term Hospital,Danville,Danville City,Yes,Short Term,250,Point,36.57761149,-79.40458501
490097,SOUTHERN VIRGINIA REGIONAL MEDICAL CENTER,VA,All Others,Short-Term Hospital,Emporia,Emporia City,Yes,Short Term,80,Point,36.70096515,-77.53614765
490089,CARILION FRANKLIN MEMORIAL HOSPITAL,VA,All Others,Short-Term Hospital,Rocky Mount,Franklin County,Yes,Short Term,37,Point,36.99445523,-79.89046801
490127,BUCHANAN GENERAL HOSPITAL,VA,All Others,Short-Term Hospital,Grundy,Buchanan County,Yes,Short Term,134,Point,37.28592502,-82.0658049
490117,CARILION TAZEWELL COMMUNITY HOSPITAL,VA,All Others,Short-Term Hospital,Tazewell,Tazewell County,Yes,Short Term,238,Point,37.123746,-81.48901295
490002,RUSSELL COUNTY HOSPITAL,VA,All Others,Short-Term Hospital,Lebanon,Russell County,Yes,Short Term,78,Point,36.89891415,-82.07873013
490088,BEDFORD MEMORIAL HOSPITAL,VA,All Others,Short-Term Hospital,Bedford,Bedford County,Yes,Short Term,161,Point,37.35133006,-79.51645744
490038,SMYTH COUNTY COMMUNITY HOSPITAL,VA,All Others,Short-Term Hospital,Marion,Smyth County,Yes,Short Term,170,Point,36.85141223,-81.48899535
490092,BON SECOURS SOUTHAMPTON MEMORIAL HOSPITAL,VA,All Others,Short-Term Hospital,Franklin,Franklin City,Yes,Short Term,221,Point,36.67375,-76.94257999
490090,"SOUTHSIDE COMMUNITY HOSPITAL, INC",VA,All Others,Short-Term Hospital,Farmville,Prince Edward County,Yes,Short Term,116,Point,37.30361607,-78.40364353
490115,TWIN COUNTY REGIONAL HOSPITAL,VA,All Others,Short-Term Hospital,Galax,Galax City,Yes,Short Term,141,Point,36.67157498,-80.92355124
490116,LEWISGALE HOSPITAL PULASKI,VA,All Others,Short-Term Hospital,Hillsville,Carroll County,Yes,Short Term,147,Point,36.7624731,-80.73442989
490114,LONESOME PINE HOSPITAL,VA,All Others,Short-Term Hospital,Big Stone Gap,Wise County,Yes,Short Term,178,Point,36.8774623,-82.75434539
490060,CLINCH VALLEY MEDICAL CENTER,VA,All Others,Short-Term Hospital,Richlands,Tazewell County,Yes,Short Term,175,Point,37.09399,-81.82002722
490126,LEWISGALE HOSPITAL ALLEGHANY,VA,All Others,Short-Term Hospital,Low Moor,Alleghany County,Yes,Short Term,205,Point,37.78866,-79.88100996
390091,UPMC NORTHWEST,PA,All Others,Short-Term Hospital,Seneca,Venango County,Yes,Short Term,173,Point,41.36120156,-79.6988774
390086,PENN HIGHLANDS DUBOIS,PA,All Others,Short-Term Hospital,Dubois,Clearfield County,Yes,Short Term,250,Point,41.11426957,-78.77555067
390016,UPMC JAMESON,PA,All Others,Short-Term Hospital,New Castle,Lawrence County,Yes,Short Term,175,Point,41.0134714,-80.35114604
390178,UPMC HORIZON,PA,All Others,Short-Term Hospital,Greenville,Mercer County,Yes,Short Term,201,Point,41.41126231,-80.37186854
390168,BUTLER MEMORIAL HOSPITAL,PA,All Others,Short-Term Hospital,Butler,Butler County,Yes,Short Term,294,Point,40.86672137,-79.87920751
390113,MEADVILLE MEDICAL CENTER,PA,All Others,Short-Term Hospital,Meadville,Crawford County,Yes,Short Term,203,Point,41.64169219,-80.14636986
390013,EVANGELICAL COMMUNITY HOSPITAL,PA,All Others,Short-Term Hospital,Lewisburg,Union County,Yes,Short Term,132,Point,40.98043614,-76.88639366
390332,GEISINGER ST. LUKE'S  HOSPITAL,PA,All Others,Short-Term Hospital,Orwigsburg,Schuylkill County,Yes,Short Term,32,Point,40.64119835,-76.09131217
390337,GEISINGER MEDICAL CENTER MUNCY,PA,All Others,Short-Term Hospital,Muncy,Lycoming County,Yes,Short Term,20,Point,41.23852428,-76.80715283
390079,ROBERT PACKER HOSPITAL,PA,All Others,Short-Term Hospital,Sayre,Bradford County,Yes,Short Term,304,Point,41.98068418,-76.5212695
390183,ST LUKE'S MINERS MEMORIAL HOSPITAL,PA,All Others,Short-Term Hospital,Coaldale,Schuylkill County,Yes,Short Term,108,Point,40.82159874,-75.91406842
390056,PENN HIGHLANDS HUNTINGDON,PA,All Others,Short-Term Hospital,Huntingdon,Huntingdon County,Yes,Short Term,71,Point,40.49472668,-78.01332596
390071,UPMC LOCK HAVEN,PA,All Others,Short-Term Hospital,Lock Haven,Clinton County,Yes,Short Term,25,Point,41.1324663,-77.47110601
390199,PUNXSUTAWNEY AREA HOSPITAL,PA,All Others,Short-Term Hospital,Punxsutawney,Jefferson County,Yes,Short Term,49,Point,40.96019744,-78.99982098
390146,WARREN GENERAL HOSPITAL,PA,All Others,Short-Term Hospital,Warren,Warren County,Yes,Short Term,85,Point,41.84366659,-79.15468125
390112,CHAN SOON- SHIONG MEDICAL CENTER AT WINDBER,PA,All Others,Short-Term Hospital,Windber,Somerset County,Yes,Short Term,54,Point,40.24220563,-78.83809828
390125,WAYNE MEMORIAL HOSPITAL,PA,All Others,Short-Term Hospital,Honesdale,Wayne County,Yes,Short Term,106,Point,41.57627936,-75.2598395
390307,EDGEWOOD SURGICAL HOSPITAL,PA,All Others,Short-Term Hospital,Transfer,Mercer County,Yes,Short Term,10,Point,41.33006715,-80.41837872
390266,GROVE CITY MEDICAL CENTER,PA,All Others,Short-Term Hospital,Grove City,Mercer County,Yes,Short Term,67,Point,41.1714414,-80.08348187
390093,CLARION HOSPITAL,PA,All Others,Short-Term Hospital,Clarion,Clarion County,Yes,Short Term,67,Point,41.19192283,-79.39683334
390030,LEHIGH VALLEY HOSPITAL-SCHUYLKILL,PA,All Others,Short-Term Hospital,Pottsville,Schuylkill County,Yes,Short Term,187,Point,40.68360654,-76.18864155
390173,INDIANA REGIONAL MEDICAL CENTER,PA,All Others,Short-Term Hospital,Indiana,Indiana County,Yes,Short Term,166,Point,40.60751399,-79.15629996
390163,ACMH HOSPITAL,PA,All Others,Short-Term Hospital,Kittanning,Armstrong County,Yes,Short Term,154,Point,40.81124931,-79.56256804
390048,GEISINGER-LEWISTOWN HOSPITAL,PA,All Others,Short-Term Hospital,Lewistown,Mifflin County,Yes,Short Term,123,Point,40.6173574,-77.56827247
080009,"BAYHEALTH HOSPITAL, SUSSEX CAMPUS",DE,All Others,Short-Term Hospital,Milford,Sussex County,Yes,Short Term,168,Point,38.88694602,-75.39185599
080007,BEEBE MEDICAL CENTER,DE,All Others,Short-Term Hospital,Lewes,Sussex County,Yes,Short Term,155,Point,38.77096713,-75.14274968
360036,WOOSTER COMMUNITY HOSPITAL,OH,All Others,Short-Term Hospital,Wooster,Wayne County,Yes,Short Term,207,Point,40.82083301,-81.93421254
360096,EAST LIVERPOOL CITY HOSPITAL,OH,All Others,Short-Term Hospital,East Liverpool,Columbiana County,Yes,Short Term,144,Point,40.62157061,-80.58661231
360147,MARIETTA MEMORIAL HOSPITAL,OH,All Others,Short-Term Hospital,Marietta,Washington County,Yes,Short Term,204,Point,39.43052568,-81.46497148
360203,SOUTHEASTERN OHIO REGIONAL MEDICAL CENTER,OH,All Others,Short-Term Hospital,Cambridge,Guernsey County,Yes,Short Term,221,Point,40.04098748,-81.57654031
360185,SALEM REGIONAL MEDICAL CENTER,OH,All Others,Short-Term Hospital,Salem,Columbiana County,Yes,Short Term,252,Point,40.9009086,-80.83276475
360054,HOLZER MEDICAL CENTER,OH,All Others,Short-Term Hospital,Gallipolis,Gallia County,Yes,Short Term,287,Point,38.84669,-82.23747299
360361,KINGS DAUGHTERS MEDICAL CENTER OHIO,OH,All Others,Short-Term Hospital,Portsmouth,Scioto County,Yes,Short Term,10,Point,38.7472911,-82.9933857
360008,SOUTHERN OHIO MEDICAL CENTER,OH,All Others,Short-Term Hospital,Portsmouth,Scioto County,Yes,Short Term,237,Point,38.75390463,-82.9781583
360245,GLENBEIGH HEALTH SOURCES,OH,All Others,Short-Term Hospital,Rock Creek,Ashtabula County,Yes,Short Term,114,Point,41.67255398,-80.85916699
360125,ASHTABULA COUNTY MEDICAL CENTER,OH,All Others,Short-Term Hospital,Ashtabula,Ashtabula County,Yes,Short Term,249,Point,41.87985131,-80.79530628
360065,FISHER-TITUS HOSPITAL,OH,All Others,Short-Term Hospital,Norwalk,Huron County,Yes,Short Term,112,Point,41.22620469,-82.60218284
360089,MERCY HEALTH - TIFFIN HOSPITAL,OH,All Others,Short-Term Hospital,Tiffin,Seneca County,Yes,Short Term,120,Point,41.10500966,-83.21728143
360156,MEMORIAL HOSPITAL,OH,All Others,Short-Term Hospital,Fremont,Sandusky County,Yes,Short Term,179,Point,41.33881786,-83.13495253
360011,MARION GENERAL HOSPITAL,OH,All Others,Short-Term Hospital,Marion,Marion County,Yes,Short Term,389,Point,40.57212291,-83.12875478
360107,BELLEVUE HOSPITAL,OH,All Others,Short-Term Hospital,Bellevue,Sandusky County,Yes,Short Term,70,Point,41.28803798,-82.88163398
360197,MARY RUTAN HOSPITAL,OH,All Others,Short-Term Hospital,Bellefontaine,Logan County,Yes,Short Term,115,Point,40.36897026,-83.75606555
360025,FIRELANDS REGIONAL MEDICAL CENTER,OH,All Others,Short-Term Hospital,Sandusky,Erie County,Yes,Short Term,400,Point,41.44511141,-82.70932502
360040,KNOX COMMUNITY HOSPITAL,OH,All Others,Short-Term Hospital,Mount Vernon,Knox County,Yes,Short Term,111,Point,40.40143325,-82.45018641
360002,UNIVERSITY HOSPITALS SAMARITAN MEDICAL CENTER,OH,All Others,Short-Term Hospital,Ashland,Ashland County,Yes,Short Term,123,Point,40.85870286,-82.31040569
360010,UNION HOSPITAL,OH,All Others,Short-Term Hospital,Dover,Tuscarawas County,Yes,Short Term,220,Point,40.51373336,-81.45622555
360148,POMERENE HOSPITAL,OH,All Others,Short-Term Hospital,Millersburg,Holmes County,Yes,Short Term,55,Point,40.56498736,-81.92079681
360109,COSHOCTON REGIONAL MEDICAL CENTER,OH,All Others,Short-Term Hospital,Coshocton,Coshocton County,Yes,Short Term,165,Point,40.27048613,-81.84787844
360014,OHIOHEALTH O'BLENESS HOSPITAL,OH,All Others,Short-Term Hospital,Athens,Athens County,Yes,Short Term,114,Point,39.32736285,-82.11416421
360175,CLINTON MEMORIAL HOSPITAL,OH,All Others,Short-Term Hospital,Wilmington,Clinton County,Yes,Short Term,143,Point,39.44544077,-83.84010478
360072,FAIRFIELD MEDICAL CENTER,OH,All Others,Short-Term Hospital,Lancaster,Fairfield County,Yes,Short Term,250,Point,39.71748944,-82.57662206
360170,BERGER HOSPITAL,OH,All Others,Short-Term Hospital,Circleville,Pickaway County,Yes,Short Term,94,Point,39.61061447,-82.93755301
360071,VAN WERT COUNTY HOSPITAL,OH,All Others,Short-Term Hospital,Van Wert,Van Wert County,Yes,Short Term,120,Point,40.85064501,-84.57881003
360270,MERCY HEALTH - DEFIANCE HOSPITAL,OH,All Others,Short-Term Hospital,Defiance,Defiance County,Yes,Short Term,23,Point,41.28273744,-84.34005898
360095,BLANCHARD VALLEY HOSPITAL,OH,All Others,Short-Term Hospital,Findlay,Hancock County,Yes,Short Term,239,Point,41.0177701,-83.65037311
360121,COMMUNITY HOSPITALS AND WELLNESS CENTERS,OH,All Others,Short-Term Hospital,Bryan,Williams County,Yes,Short Term,70,Point,41.4745764,-84.55716645
360058,MERCER COUNTY JOINT TOWNSHIP COMMUNITY HOSPITAL,OH,All Others,Short-Term Hospital,Coldwater,Mercer County,Yes,Short Term,88,Point,40.47980752,-84.63917801
360044,WAYNE HOSPITAL,OH,All Others,Short-Term Hospital,Greenville,Darke County,Yes,Short Term,92,Point,40.0886837,-84.63514279
360046,MCCULLOUGH-HYDE MEMORIAL HOSPITAL,OH,All Others,Short-Term Hospital,Oxford,Butler County,Yes,Short Term,94,Point,39.51234299,-84.74082744
360159,ADENA REGIONAL MEDICAL CENTER,OH,All Others,Short-Term Hospital,Chillicothe,Ross County,Yes,Short Term,261,Point,39.39371513,-82.9686326
360039,GENESIS HOSPITAL,OH,All Others,Short-Term Hospital,Zanesville,Muskingum County,Yes,Short Term,298,Point,39.97564963,-82.01420432
360189,MADISON HEALTH,OH,All Others,Short-Term Hospital,London,Madison County,Yes,Short Term,107,Point,39.89189798,-83.45497912
360032,GRAND LAKE HEALTH SYSTEM,OH,All Others,Short-Term Hospital,Saint Marys,Auglaize County,Yes,Short Term,113,Point,40.54447277,-84.370105
360013,WILSON MEMORIAL HOSPITAL,OH,All Others,Short-Term Hospital,Sidney,Shelby County,Yes,Short Term,71,Point,40.28797857,-84.16992504
360131,ALLIANCE COMMUNITY HOSPITAL,OH,All Others,Short-Term Hospital,Alliance,Stark County,Yes,Short Term,207,Point,40.90172072,-81.10296093
